"complex_id","complex_name","complex_creator","complex_state","complex_ready_date","low_price","high_price","complex_location","complex_location_dist_to_center","complex_metro","complex_location_coords","complex_location_coords_lat","complex_location_coords_lon","geocoding_accurate","complex_closest_metro","complex_dist_to_metro","complex_apartment_count","apartment_address","apartment_seller","apartment_seller_tel","apartment_selling_type","apartment_building_type","apartment_ready_date","official_offer","apartment_type","apartment_total_area","apartment_living_area","apartment_kitchen_area","apartment_floor_number","apartment_floor_total","apartment_has_service_elevator","apartment_has_pass_elevator","apartment_has_balkony","apartment_has_loggia","apartment_closest_metro","apartment_closest_metro_dist_time","apartment_closest_metro_dist_type","apartment_price_meter","apartment_price","apartment_link","apartment_building_type_n","apartment_type_n","apartment_complex_state_n","apartment_ready_date_n","apartment_ready_date_diff","apartment_is_last_floor","apartment_is_first_floor","complex_metro_dist","complex_metro_dist_type","apartment_price_pred","percents","apartment_benefit_price","predict_error"
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",40,14.4,11,17,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",63750,2550000,"http://spb.cian.ru/sale/flat/143134162/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2544461.70920731,-0.22,-5538,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",39,14.6,10.5,16,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",64615,2520000,"http://spb.cian.ru/sale/flat/143134054/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2518737.89335649,-0.05,-1262,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",37,14.6,10.6,19,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",65676,2430000,"http://spb.cian.ru/sale/flat/143132797/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2448409.12968595,0.76,18409,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",37,14.6,10.5,23,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",65946,2440000,"http://spb.cian.ru/sale/flat/143134129/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2449137.34397167,0.37,9137,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",37,14.6,10.5,23,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",66216,2450000,"http://spb.cian.ru/sale/flat/143134072/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2449137.34397167,-0.04,-863,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",37,14.1,10,23,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",66216,2450000,"http://spb.cian.ru/sale/flat/143130932/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2479470.09161292,1.2,29470,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",37,14.6,10.6,23,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",66216,2450000,"http://spb.cian.ru/sale/flat/143134109/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2448113.84397167,-0.08,-1886,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",38,14.6,10.8,14,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",65263,2480000,"http://spb.cian.ru/sale/flat/143131912/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2494032.26063833,0.57,14032,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",40,15,10,18,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",62500,2500000,"http://spb.cian.ru/sale/flat/143133537/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2527335.14227424,1.09,27335,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",38,14.6,10.5,17,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",66316,2520000,"http://spb.cian.ru/sale/flat/143134057/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2495769.60190818,-0.96,-24230,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",39,14.6,10.6,17,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",64615,2520000,"http://spb.cian.ru/sale/flat/143132771/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2518877.44891205,-0.04,-1123,2.2061963190184
1743,"ЖК «Северная Долина»","ГлавстройСпб","Строится"," IV квартал 2014 года ",43000,151000,"Санкт-Петербург, пос. Парголово, район Выборгский, ул. Валерия Гаврилина, 3А",13903.7491424309,"Парнас, 5 мин. пешком","60.073503:30.3336247",60.073503,30.3336247,TRUE,"Парнас",725.121537587476,2298,"Санкт-Петербург, пос. Парголово, район Выборгский, Заречная ул.","ID:11656509","+7 812 389-69...","новостройка","кирпично-монолитный"," 2017 год",TRUE,"1-комнатная",40,14.1,14.1,23,27,FALSE,TRUE,FALSE,TRUE,"Парнас",5,"пешком",63000,2520000,"http://spb.cian.ru/sale/flat/143130788/","кирпично-монолитный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"пешком",2548058.02972013,1.11,28058,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",38,18.9,10.2,3,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",115263,4380000,"http://spb.cian.ru/sale/flat/145075248/","панельный","1-комнатная","Строится",2018-09-01,802,FALSE,FALSE,5,"на машине",4364946.53706572,-0.34,-15053,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,20,10.3,20,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",110500,4420000,"http://spb.cian.ru/sale/flat/145075233/","панельный","1-комнатная","Строится",2018-09-01,802,FALSE,FALSE,5,"на машине",4419557.23136364,-0.01,-443,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2016 год",TRUE,"1-комнатная",36,15.9,10.3,12,24,FALSE,TRUE,FALSE,TRUE,"Международная",5,"на транспорте",120278,4330000,"http://spb.cian.ru/sale/flat/145071163/","панельный","1-комнатная","Строится",2016-09-01,72,FALSE,FALSE,5,"на машине",4209231.0731539,-2.79,-120769,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",38,19.7,10.2,1,25,FALSE,TRUE,FALSE,FALSE,"Международная",5,"на транспорте",99474,3780000,"http://spb.cian.ru/sale/flat/145075521/","панельный","1-комнатная","Строится",2018-09-01,802,FALSE,TRUE,5,"на машине",3864522.08687259,2.24,84522,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2017 год",TRUE,"1-комнатная",43,16.2,11.2,17,24,FALSE,TRUE,FALSE,TRUE,"Международная",5,"на транспорте",103488,4450000,"http://spb.cian.ru/sale/flat/145071055/","панельный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"на машине",4524723.15873016,1.68,74723,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2017 год",TRUE,"1-комнатная",42,15.4,11.1,6,24,FALSE,TRUE,FALSE,TRUE,"Международная",5,"на транспорте",110476,4640000,"http://spb.cian.ru/sale/flat/145071054/","панельный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"на машине",4613781.11111111,-0.57,-26219,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2015 год",TRUE,"1-комнатная",39,14.2,9.5,24,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",120513,4700000,"http://spb.cian.ru/sale/flat/145069880/","панельный","1-комнатная","Строится",2015-09-01,0,FALSE,FALSE,5,"на машине",4433559.65581495,-5.67,-266440,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",43,16.1,11.8,14,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",111395,4790000,"http://spb.cian.ru/sale/flat/145075402/","панельный","1-комнатная","Строится",2018-09-01,802,FALSE,FALSE,5,"на машине",4804020.26007326,0.29,14020,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2017 год",TRUE,"1-комнатная",39,19.7,10.2,7,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",124872,4870000,"http://spb.cian.ru/sale/flat/145071583/","панельный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"на машине",4665847.90189655,-4.19,-204152,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",43,16.1,11.6,8,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",113256,4870000,"http://spb.cian.ru/sale/flat/145075386/","панельный","1-комнатная","Строится",2018-09-01,802,FALSE,FALSE,5,"на машине",4802867.15655359,-1.38,-67133,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2017 год",TRUE,"1-комнатная",40,20,10.4,24,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",123750,4950000,"http://spb.cian.ru/sale/flat/145071650/","панельный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"на машине",4700689.28245828,-5.04,-249311,2.2061963190184
5111,"ЖК «София»","ЛСР. Недвижимость","Строится"," IV квартал 2014 года ",90000,151000,"Санкт-Петербург, район Фрунзенский, Южное ш., 55к6",11268.1508620242,"Международная, 5 мин. на машине","59.8583795:30.4065275",59.8583795,30.4065275,TRUE,"Ломоносовская",2884.85625847645,500,"Санкт-Петербург, район Фрунзенский, Южное ш.","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2017 год",TRUE,"1-комнатная",42,15.4,11.1,2,25,FALSE,TRUE,TRUE,FALSE,"Международная",5,"на транспорте",122857,5160000,"http://spb.cian.ru/sale/flat/145071578/","панельный","1-комнатная","Строится",2017-09-01,437,FALSE,FALSE,5,"на машине",4815501.3968254,-6.68,-344499,2.2061963190184
