"complex_id","apartment_address","apartment_seller","apartment_seller_tel","apartment_selling_type","apartment_building_type","apartment_ready_date","official_offer","apartment_type","apartment_total_area","apartment_living_area","apartment_kitchen_area","apartment_floor_number","apartment_floor_total","apartment_has_service_elevator","apartment_has_pass_elevator","apartment_has_balkony","apartment_has_loggia","apartment_closest_metro","apartment_closest_metro_dist_time","apartment_closest_metro_dist_type","apartment_price_meter","apartment_price","apartment_link"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",35,14,7.9,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",151143,5290000,"http://spb.cian.ru/sale/flat/139063492/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",37,12.8,10.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",146216,5410000,"http://spb.cian.ru/sale/flat/139063508/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",39,13.3,9.9,8,13,FALSE,TRUE,FALSE,TRUE,"Старая Деревня","30","пешком",138718,5410000,"http://spb.cian.ru/sale/flat/145073270/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",42,9,19.6,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",148810,6250000,"http://spb.cian.ru/sale/flat/139063896/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",44,19.5,12.1,NA,NA,TRUE,TRUE,TRUE,FALSE,"Старая Деревня","15","на транспорте",142727,6280000,"http://spb.cian.ru/sale/flat/146879610/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,13,8.9,10,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",158250,6330000,"http://spb.cian.ru/sale/flat/145071310/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",40,13,8.9,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",158250,6330000,"http://spb.cian.ru/sale/flat/139063330/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",36,16.5,10.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",175833,6330000,"http://spb.cian.ru/sale/flat/142168470/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",40,11.6,16.2,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",158750,6350000,"http://spb.cian.ru/sale/flat/145309600/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",41,12.3,11.2,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",156341,6410000,"http://spb.cian.ru/sale/flat/139063875/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",42,9,19.6,11,13,FALSE,TRUE,FALSE,TRUE,"Старая Деревня","30","пешком",153810,6460000,"http://spb.cian.ru/sale/flat/145073099/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",40,13,11.7,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",165250,6610000,"http://spb.cian.ru/sale/flat/139063335/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",40,17.4,10.8,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",170500,6820000,"http://spb.cian.ru/sale/flat/142168368/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,11.6,16.2,12,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",173750,6950000,"http://spb.cian.ru/sale/flat/145073094/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",41,10.5,17,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",171220,7020000,"http://spb.cian.ru/sale/flat/142168507/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",44,14.6,12.1,2,13,FALSE,TRUE,FALSE,TRUE,"Старая Деревня","30","пешком",160682,7070000,"http://spb.cian.ru/sale/flat/145071323/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",42,11.4,16.9,NA,NA,TRUE,TRUE,TRUE,FALSE,"Старая Деревня","15","на транспорте",178095,7480000,"http://spb.cian.ru/sale/flat/142168513/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",38,14.3,7.8,7,13,FALSE,TRUE,FALSE,TRUE,"Старая Деревня","30","пешком",133684,5080000,"http://spb.cian.ru/sale/flat/145073474/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",41,12.3,11.2,5,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",126098,5170000,"http://spb.cian.ru/sale/flat/145073316/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",37,12.8,10.1,8,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",141081,5220000,"http://spb.cian.ru/sale/flat/145073129/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",38,14.3,7.8,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",138684,5270000,"http://spb.cian.ru/sale/flat/142168482/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",48,12.8,16.9,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",119375,5730000,"http://spb.cian.ru/sale/flat/139063933/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",40,14.2,10.4,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",144250,5770000,"http://spb.cian.ru/sale/flat/139063671/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",37,12.8,10.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",156216,5780000,"http://spb.cian.ru/sale/flat/142168472/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,14.2,10.4,11,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",154000,6160000,"http://spb.cian.ru/sale/flat/145073340/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",36,16.5,10.1,13,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",175833,6330000,"http://spb.cian.ru/sale/flat/145073200/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",41,11.2,17.1,11,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",154878,6350000,"http://spb.cian.ru/sale/flat/145073382/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",39,12.8,10.1,12,13,FALSE,TRUE,FALSE,TRUE,"Старая Деревня","30","пешком",167949,6550000,"http://spb.cian.ru/sale/flat/145073226/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",39,13.3,9.9,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",168718,6580000,"http://spb.cian.ru/sale/flat/142168489/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",40,14.1,11.5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",165250,6610000,"http://spb.cian.ru/sale/flat/139063342/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",39,12.8,10.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",172821,6740000,"http://spb.cian.ru/sale/flat/142168488/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",41,8.9,18.6,10,13,FALSE,TRUE,FALSE,TRUE,"Старая Деревня","30","пешком",165610,6790000,"http://spb.cian.ru/sale/flat/146794907/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,13,10.5,11,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",170500,6820000,"http://spb.cian.ru/sale/flat/145071311/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",41,11.2,17.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",169756,6960000,"http://spb.cian.ru/sale/flat/142168499/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,13,11.7,13,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",175250,7010000,"http://spb.cian.ru/sale/flat/145071271/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,14.1,11.5,12,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",175250,7010000,"http://spb.cian.ru/sale/flat/145071241/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",40,11.5,16.8,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",175750,7030000,"http://spb.cian.ru/sale/flat/142168497/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",41,10.5,17,13,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",176098,7220000,"http://spb.cian.ru/sale/flat/145073399/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,11.5,16.8,13,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",180750,7230000,"http://spb.cian.ru/sale/flat/145073113/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",42,14.1,11.6,NA,NA,TRUE,TRUE,FALSE,TRUE,"Старая Деревня","15","на транспорте",173810,7300000,"http://spb.cian.ru/sale/flat/142168371/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",49,14.4,16.8,11,13,FALSE,TRUE,TRUE,FALSE,"Старая Деревня","30","пешком",150204,7360000,"http://spb.cian.ru/sale/flat/145073502/"
"7064","Санкт-Петербург, район Приморский, ул. Савушкина","ID:12325973","+7 812 389-69...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",43,13.2,11.5,11,13,FALSE,TRUE,FALSE,TRUE,"Старая Деревня","30","пешком",171628,7380000,"http://spb.cian.ru/sale/flat/145073060/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",34,17.7,9.9,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",142353,4840000,"http://spb.cian.ru/sale/flat/142934083/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",42,19.9,10.3,5,13,FALSE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",118810,4990000,"http://spb.cian.ru/sale/flat/143292902/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",42,20,10.3,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",120476,5060000,"http://spb.cian.ru/sale/flat/142934124/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",42,20,10.3,6,13,FALSE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",120476,5060000,"http://spb.cian.ru/sale/flat/143292903/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",42,20,10.3,9,13,FALSE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",121905,5120000,"http://spb.cian.ru/sale/flat/143292905/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",41,20.2,11.3,4,13,FALSE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",125366,5140000,"http://spb.cian.ru/sale/flat/143292925/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",45,18.1,14.6,NA,NA,TRUE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",115111,5180000,"http://spb.cian.ru/sale/flat/142934161/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",46,19.9,11.1,3,13,FALSE,TRUE,FALSE,FALSE,"Площадь Ленина","10","на транспорте",113478,5220000,"http://spb.cian.ru/sale/flat/143292906/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",46,19.9,11.1,NA,NA,TRUE,TRUE,FALSE,FALSE,"Площадь Ленина","10","на транспорте",113478,5220000,"http://spb.cian.ru/sale/flat/139050225/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",42,18.5,10.6,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",124524,5230000,"http://spb.cian.ru/sale/flat/139050247/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",41,20.2,11.3,NA,NA,TRUE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",127805,5240000,"http://spb.cian.ru/sale/flat/142934116/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",46,19.9,11.8,NA,NA,TRUE,TRUE,FALSE,FALSE,"Площадь Ленина","10","на транспорте",114130,5250000,"http://spb.cian.ru/sale/flat/139050227/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",42,18.5,10.6,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",125476,5270000,"http://spb.cian.ru/sale/flat/139050244/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",42,18,11.4,NA,NA,TRUE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",127381,5350000,"http://spb.cian.ru/sale/flat/139050248/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",46,20,10.9,5,13,FALSE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",118478,5450000,"http://spb.cian.ru/sale/flat/143292908/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",45,19.9,10.9,9,13,FALSE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",122667,5520000,"http://spb.cian.ru/sale/flat/143292914/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",44,19.6,13.2,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",126591,5570000,"http://spb.cian.ru/sale/flat/142934147/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",44,18.5,10.5,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",131818,5800000,"http://spb.cian.ru/sale/flat/139050253/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",42,18.1,11.4,12,13,FALSE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",140714,5910000,"http://spb.cian.ru/sale/flat/143292995/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",42,18.1,11.4,NA,NA,TRUE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",141905,5960000,"http://spb.cian.ru/sale/flat/139050372/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",45,21.3,13.3,11,13,FALSE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",149333,6720000,"http://spb.cian.ru/sale/flat/143293044/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",45,21.3,13.3,NA,NA,TRUE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",149333,6720000,"http://spb.cian.ru/sale/flat/139050382/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",45,21.3,13.3,13,13,FALSE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",152444,6860000,"http://spb.cian.ru/sale/flat/143293053/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",34,16,9.5,2,13,FALSE,TRUE,FALSE,FALSE,"Площадь Ленина","10","на транспорте",116471,3960000,"http://spb.cian.ru/sale/flat/143292884/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",33,16.2,9.9,3,13,FALSE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",127576,4210000,"http://spb.cian.ru/sale/flat/143292876/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",34,16,9.5,NA,NA,TRUE,TRUE,FALSE,FALSE,"Площадь Ленина","10","на транспорте",122353,4160000,"http://spb.cian.ru/sale/flat/139050341/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",33,16,9.2,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",127273,4200000,"http://spb.cian.ru/sale/flat/142934048/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",33,16.2,9.9,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",127576,4210000,"http://spb.cian.ru/sale/flat/139050255/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",34,16.2,9.9,2,13,FALSE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",124412,4230000,"http://spb.cian.ru/sale/flat/143292875/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",33,16.2,9.8,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",128485,4240000,"http://spb.cian.ru/sale/flat/142934046/"
"7002","Санкт-Петербург, район Красногвардейский, ш. Революции, 1","ID:7835298","+7 812 389-67...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",33,16,9.2,5,13,FALSE,TRUE,FALSE,TRUE,"Площадь Ленина","10","на транспорте",128788,4250000,"http://spb.cian.ru/sale/flat/143292889/"
"7002","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 3","ID:6985894","+7 812 389-67...","новостройка",NA," 3 кв. 2016 года",TRUE,"1-комнатная",33,16.6,9.9,NA,NA,TRUE,TRUE,TRUE,FALSE,"Площадь Ленина","10","на транспорте",130000,4290000,"http://spb.cian.ru/sale/flat/139050318/"
